Date Time,Relative Time,Expression,Answer,User Choice,Result,hel[
10/09/2023 15:11:42,5169,8 * 21 / 4,42,42,Correct
10/09/2023 15:11:44,6839,40 + 19 - 6,53,26,Incorrect
10/09/2023 15:11:45,7940,14 - 78 / 3 + 26,14,61,Incorrect
10/09/2023 15:11:47,9546,33 + 9 / 18 * 26 - 44 + 16,18,71,Incorrect
10/09/2023 15:11:48,11019,84 / 7 + 12,24,19,Incorrect
10/09/2023 15:11:48,11267,85 + 39 * 62 - 32 / 3 * 78 * 3,7,68,Incorrect
10/09/2023 15:11:50,12911,89 - ( 96 - 48 ),41,47,Incorrect
10/09/2023 15:11:53,15990,74 - 30 + 35 - 50,29,68,Incorrect
10/09/2023 15:11:55,18195,54 - 15 * 2,24,26,Incorrect
10/09/2023 15:11:58,20995,15 / 21 * ( 44 + 75 ),85,14,Incorrect
10/09/2023 15:11:59,21902,65 - 96 + 74,43,14,Incorrect
10/09/2023 15:12:00,23010,83 + 58 - 76,65,26,Incorrect
10/09/2023 15:12:03,25448,53 - 6 - 18 + 37 - 14,52,78,Incorrect
10/09/2023 15:12:05,27718,2 / 4 + 28 / 4 / 2,4,31,Incorrect
10/09/2023 15:12:07,29473,38 + 52 - 18,72,52,Incorrect
10/09/2023 15:12:08,30570,5 - 69 + 23 + 86,45,80,Incorrect
10/09/2023 15:12:08,30894,88 + 41 - 84 - 28 + 2,19,61,Incorrect
10/09/2023 15:12:08,31221,64 * 15 / 20,48,48,Correct
10/09/2023 15:12:09,31552,10 - ( 63 - 57 ),4,4,Correct
10/09/2023 15:12:09,31866,6 + 7 + 23,36,7,Incorrect
10/09/2023 15:12:09,32156,75 / ( 11 + 64 ) * 20,20,95,Incorrect
10/09/2023 15:12:12,35096,80 - ( 33 + 15 ),32,90,Incorrect
10/09/2023 15:12:13,35753,11 + 65 + 19 - 48,47,26,Incorrect
10/09/2023 15:12:13,36387,81 + 38 + 66 - ( 86 + 2 ),97,45,Incorrect
10/09/2023 15:12:14,37021,21 - 34 / 2,4,4,Correct
10/09/2023 15:12:15,37503,29 + 60 - ( 84 - 57 ),62,62,Correct
10/09/2023 15:12:15,37957,( 34 + 23 - 16 - 43 + 34 ) / 2,16,16,Correct
10/09/2023 15:12:16,38776,98 - ( 35 - 14 ),77,14,Incorrect
10/09/2023 15:12:16,39347,57 - 98 + 86 + 14,59,48,Incorrect
10/09/2023 15:12:17,39930,81 - 63 + 65,83,83,Correct
10/09/2023 15:12:18,40422,75 - 7 + 9,77,34,Incorrect
