Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,kaiden
10/22/2024 16:11:06,6092,39 - 35,4,4,CORRECT
10/22/2024 16:11:06,6558,8 + 40,48,35,WRONG
10/22/2024 16:11:06,6790,80 - 3,77,26,WRONG
10/22/2024 16:11:07,6966,16 + 51,67,69,WRONG
10/22/2024 16:11:07,7125,34 - 27,7,7,CORRECT
10/22/2024 16:11:07,7285,33 / 3,11,28,WRONG
10/22/2024 16:11:07,7462,74 - 54,20,23,WRONG
10/22/2024 16:11:07,7621,19 - 8 + 59,70,70,CORRECT
10/22/2024 16:11:07,7781,4 + 62 + 2 * 5,76,39,WRONG
10/22/2024 16:11:07,7942,8 + 52 + 9 + 3,72,25,WRONG
10/22/2024 16:11:08,8093,54 - 8 - 8 * 1,38,38,CORRECT
10/22/2024 16:11:08,8254,9 + 56,65,78,WRONG
10/22/2024 16:11:08,8406,80 / 2,40,94,WRONG
10/22/2024 16:11:08,8557,13 + 32,45,78,WRONG
10/22/2024 16:11:08,8718,38 + 57,95,27,WRONG
10/22/2024 16:11:08,8862,48 + 23 - 5,66,75,WRONG
10/22/2024 16:11:09,9047,74 + 2 + 8 - 4,80,93,WRONG
10/22/2024 16:11:09,9206,24 + 47,71,71,CORRECT
10/22/2024 16:11:09,9358,21 + 6 + 30,57,11,WRONG
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,kaiden
